DynamicsColumnName,CleanedColumnName
postauthor_entitytype,Post Author Entity Type
postauthoraccount,Post Author Account
postauthoraccount_entitytype,Post Author Account Entity Type
postauthoraccountname,Post Author Account Name
postauthoraccounttype,Post Author Account Type
postauthoraccountyominame,Post Author Account Yomi Name
postauthorname,Post Author Name
postauthortype,Post Author Type
postauthoryominame,Post Author Yomi Name
postedbyname,Posted By Name
postedfieldid,Posted Field ID
postedformid,Posted Form ID
postedon,Posted On Date
postedsubscriptionid,Posted Subscription ID
postedsurveyid,Posted Survey ID
postfollowid,Post Follow ID
postfromprofileid,Post From Profile ID
postfromprofileid_entitytype,Post From Profile ID Entity Type
postid,Post ID
postmessagetype,Post Message Type
postmessagewhitelistdomains,Post Message White List Domains
postofficebox,Post Office Box
postponeactivityprocessinguntil,Postpone Activity Processing Until
postponeemailprocessinguntil,Postpone Email Processing Until
postponemailboxprocessinguntil,Postpone Mailbox Processing Until
postponeofficeappsdeploymentuntil,Postpone Office Apps Deployment Until
postponesendinguntil,Postpone Sending Until
postponetestemailconfigurationuntil,Postpone Test Email Configuration Until
posttoprofileid,Postto Profile ID
posttoyammer,Postto Yammer
posturl,Post URL
powerbifeatureenabled,Power Bi Feature Enabled
Precision,Precision
preference,Preference
preferredaddresscode,Prefer Redaddress Code
preferredappointmentdaycode,Preferred Appointment Day Code
preferredappointmenttimecode,Preferred Appointment Time Code
PreferredContactMethod,Prefer Red Contact Method
preferredcontactmethodcode,Prefer Red Contact Method Code
preferredemailcode,Prefer Red Email Code
preferredequipmentid,Prefer Red Equipment ID
preferredequipmentid_entitytype,Prefer Red Equipment ID Entity Type
preferredequipmentidname,Prefer Red Equipment ID Name
preferredphonecode,Prefer Red Phone Code
preferredserviceid,Prefer Red Service ID
preferredserviceid_entitytype,Prefer Red Service ID Entity Type
preferredserviceidname,Prefer Red Service ID Name
preferredsystemuserid,Prefer Red System User ID
preferredsystemuserid_entitytype,Prefer Red System User ID Entity Type
preferredsystemuseridname,Prefer Red System User ID Name
preferredsystemuseridyominame,Prefer Red System User ID Yomi Name
prefix,Prefix
preheader,Preheader
presentfinalproposal,Present Final Proposal
presentproposal,Present Proposal
previousarticlecontentid,Previous Article Content ID
previousarticlecontentid_entitytype,Previous Article Content ID Entity Type
previousarticlecontentidname,Previous Article Content ID Name
price,Price
price_base,Price Base
pricelevelid,Price Level ID
pricelevelid_entitytype,Price Level ID Entity Type
pricelevelidname,Price Level ID Name
pricelistid,Price List ID
pricelistid_entitytype,Price List ID Entity Type
pricelistname,Price List Name
priceperunit,Price Per Unit
priceperunit_base,Price Per Unit Base
pricingdecimalprecision,Pricing Decimal Precision
pricingerrorcode,Pricing Error Code
pricingmethodcode,Pricing Method Code
primaryauthorid,Primary Author ID
primaryauthorid_entitytype,Primary Author ID Entity Type
primaryauthoridname,Primary Author ID Name
primarycontactid,Primary Contact ID
primarycontactid_entitytype,Primary Contact ID Entity Type
primarycontactidname,Primary Contact ID Name
primarycontactidyominame,Primary Contact ID Yomi Name
primarycontactname,Primary Contact Name
primaryentity,Primary Entity
primaryentitylogicalname,Primary Entity Logical Name
primarysatoriid,Primary Satori ID
primarytwitterid,Primary Twitter ID
primaryuserid,Primary User ID
primaryuserid_entitytype,Primary User ID Entity Type
primaryuseridname,Primary User ID Name
primaryuseridyominame,Primary User ID Yomi Name
principalentitymapid,Principal Entity Map ID
principalid,Principal ID
principalobjectaccessid,Principal Object Access ID
principaltypecode,Principal Type Code
priority,Priority
prioritycode,Priority Code
privacystatementurl,Privacy Statement URL
privilegedepthmask,Privilege Depth Mask
privilegeid,Privilege ID
privilegeid_entitytype,Privilege ID Entity Type
privilegeobjecttypecodeid,Privilege Object Type Codeid
privilegeobjecttypecoderowid,Privilege Object Type Code Row ID
privilegerowid,Privilege Row ID
privilegeusergroupid,Privilege User Group ID
privreportinggroupid,Priv Reporting Group ID
privreportinggroupname,Priv Reporting Group Name
processanddeleteemails,Process And Delete Emails
processedtimes,Processed Times
processemailreceivedafter,Process Email Received After
processid,Process ID
processid_entitytype,Process ID Entity Type
processidname,Process ID Name
processinglastattemptedon,Processing Last Attempted On Date
processingstatecode,Processing State Code
processorder,Process Order
processroleassignment,Process Role Assignment
productassociationid,Product Association ID
productdescription,Product Description
productid,Product ID
productid_entitytype,Product ID Entity Type
productidname,Product ID Name
productname,Product Name
productnumber,Product Number
productpricelevelid,Product Price Level ID
productrecommendationsenabled,Product Recommendations Enabled
productsalesliteratureid,Product Sales Literature ID
productserialnumber,Product Serial Number
productstructure,Product Structure
producttypecode,Product Type Code
producturl,Product URL
profilefullname,Profile Full Name
profileitemassociationentityfilter,Profile Item Association Entity Filter
profileitementityfilter,Profile Item Entity Filter
profileitemrule,Profile Item Rule
profileitemrule_entitytype,Profile Item Rule Entity Type
profileitemrulename,Profile Item Rule Name
profilelink,Profile Link
profilename,Profile Name
promotioncodename,Promotion Codename
propertyconfigurationstatus,Property Configuration Status
proposedend,Proposed End
proposedsolution,Proposed Solution
proposedstart,Proposed Start
publishedon,Published On Date
publisher,Publisher
publisherid,Publisher ID
publisherid_entitytype,Publisher ID Entity Type
publisheridname,Publisher ID Name
publishon,Publish On Date
publishstatusid,Publish Status ID
purchaseprocess,Purchase Process
purchasetimeframe,Purchase Time Frame
purpose,Purpose
pursuitdecision,Pursuit Decision
qualificationcomments,Qualification Comments
qualifyingopportunityid,Qualifying Opportunity ID
qualifyingopportunityid_entitytype,Qualifying Opportunity ID Entity Type
qualifyingopportunityidname,Qualifying Opportunity ID Name
quantity,Quantity
quantitybackordered,Quantity Back Order Ed
quantitycancelled,Quantity Cancelled
quantitydecimal,Quantity Decimal
quantityonhand,Quantity Onhand
quantitysellingcode,Quantity Selling Code
quantityshipped,Quantity Shipped
query,Query
queryapi,Query Api
queryappusage,Query Appusage
querytype,Query Type
question,Question
queueid,Queue ID
queueid_entitytype,Queue ID Entity Type
queueidname,Queue ID Name
queueitemid,Queue Item ID
queuemembershipid,Queue Membership ID
queuetypecode,Queue Type Code
queueviewtype,Queue View Type
quickfindrecordlimitenabled,Quick Find Record Limit Enabled
quotecomments,Quote Comments
quotedetailid,Quote Detail ID
quotedetailid_entitytype,Quote Detail ID Entity Type
quotedetailidname,Quote Detail ID Name
quotedetailname,Quote Detail Name
quoteid,Quote ID
quoteid_entitytype,Quote ID Entity Type
quoteidname,Quote ID Name
quotenumber,Quote Number
quoteprefix,Quote Prefix
quotestatecode,Quote State Code
rank,Rank
rating,Rating
rating_count,Rating Count
rating_date,Rating Date
rating_state,Rating State
rating_sum,Rating Sum
readprivilegedepth,Read Privilege Depth
readreceiptrequested,Read Receipt Requested
readyforreview,Ready For Review
Reason,Reason
receivedon,Received On Date
receivingpostponeduntil,Receiving Postponed Until
receivingpostponeduntilforact,Receiving Postponed Until Foract
RecipientsGrid,Recipients Grid
record1id,Record 1 ID
record1id_entitytype,Record 1 ID Entity Type
record1idname,Record 1 ID Name
record1idobjecttypecode,Record 1 ID Object Type Code
record1objecttypecode,Record 1 Object Type Code
record1roleid,Record 1 Role ID
record1roleid_entitytype,Record 1 Role ID Entity Type
record1roleidname,Record 1 Role ID Name
record2id,Record 2 ID
record2id_entitytype,Record 2 ID Entity Type
record2idname,Record 2 ID Name
record2idobjecttypecode,Record 2 ID Object Type Code
record2objecttypecode,Record 2 Object Type Code
record2roleid,Record 2 Role ID
record2roleid_entitytype,Record 2 Role ID Entity Type
record2roleidname,Record 2 Role ID Name
recorddistributioncriteria,Record Distribution Criteria
recordid,Record ID
recordid_entitytype,Record ID Entity Type
recordidname,Record ID Name
recordidobjecttypecode,Record ID Object Type Code
recordidobjecttypecode2,Record ID Object Type Code 2
recordsownedbyme,Records Owned By Me
recordsownedbymybusinessunit,Records Owned By My Business Unit
recordsownedbymyteam,Records Owned By My Team
recurrencedefaultnumberofoccurrences,Recurrencedefault Number Of Occur Rences
recurrenceexpansionjobbatchinterval,Recurrence Expansion Job Batch Interval
recurrenceexpansionjobbatchsize,Recurrence Expansion Job Batch Size
recurrenceexpansionsynchcreatemax,Recurrence Expansion Synch Create Max
recurrencepatterntype,Recurrence Pattern Type
ReferencedAttribute,Referenced Attribute
ReferencedEntity,Referenced Entity
referenceinfourl,Reference Info URL
referencesitemapxml,Reference Site Map XML
referencetokens,Referencetokens
referrer,Referrer
referringhost,Referring Host
regarding,Regarding
regarding_entitytype,Regarding Entity Type
regardingidname,Regarding ID Name
regardingname,Regarding Name
regardingobjectid,Regarding Object ID
regardingobjectid_entitytype,Regarding Object ID Entity Type
regardingobjectiddsc,Regarding Object ID Dsc
regardingobjectidname,Regarding Object ID Name
regardingobjectidyominame,Regarding Object ID Yomi Name
regardingobjecttypecode,Regarding Object Type Code
regardingyominame,Regarding Yomi Name
registrations,Registrations
relatedconnectionid,Related Connection ID
relatedconnectionid_entitytype,Related Connection ID Entity Type
relatedobjectid,Related Object ID
relatedobjectid_entitytype,Related Object ID Entity Type
relatedobjectidname,Related Object ID Name
relationshipdata,Relationship Data
relationshipdisplayname,Relationship Display Name
relationshipid,Relationship ID
relationshipname,Relationship Name
remainingterms,Remaining Terms
reminderactioncardid,Reminder Action Card ID
rendererobjecttypecode,Renderer Object Type Code
rendersecureiframeforemail,Render Secureiframe For Email
replycount,Reply Count
replyto,Reply TO
reportedrevenue,Reported Revenue
reportedrevenue_base,Reported Revenue Base
reportinggroupid,Reporting Group ID
reportinggroupname,Reporting Group Name
reportingquarter,Reporting Quarter
reportingyear,Reporting Year
reportscripterrors,Report Script Errors
requestdata,Request Data
requestdeliveryby,Request Delivery By
requireapprovalforqueueemail,Require Approval For Queue Email
requireapprovalforuseremail,Require Approval For User Email
requiredattendees,Required Attendees
requiredcount,Required Count
resolveby,Resolve By
resolvebykpiid,Resolve By KPI ID
resolvebykpiid_entitytype,Resolve By KPI ID Entity Type
resolvebykpiidname,Resolve By KPI ID Name
resolvebyslastatus,Resolve By SLA Status
resolvefeedback,Resolve Feedback
resolvesimilarunresolvedemailaddress,Resolve Similar Unresolved Email Address
resourcebookingexchangesyncversion,Resource Booking Exchange Sync Version
resourceid,Resource ID
resources,Resources
resourcespecid,Resource Spec ID
resourcespecid_entitytype,Resource Spec ID Entity Type
resourcespecidname,Resource Spec ID Name
responseby,Response By
responsecode,Response Code
responsiblecontactid,Responsible Contact ID
responsiblecontactid_entitytype,Responsible Contact ID Entity Type
responsiblecontactidname,Responsible Contact ID Name
responsiblecontactidyominame,Responsible Contact ID Yomi Name
restrictcasecreation,Restrict Case Creation
restrictstatusupdate,Restrict Status Update
retiredorder,Retired Order
RetrieveAllChildUsersSystemUser,Retrieve All Child Users System User
RetrievePrincipalAccess,Retrieve Principal Access
RetrievePrincipalAttributePrivileges,Retrieve Principal Attribute Privileges
RetrievePrincipalSyncAttributeMappings,Retrieve Principal Sync Attribute Mappings
RetrieveUserLicenseInfo,Retrieve User License Info
RetrieveUserPrivileges,Retrieve User Privileges
RetrieveUserQueues,Retrieve User Queues
returnedtypecode,Returned Type Code
revenue,Revenue
revenue_base,Revenue Base
review,Review
revisionnumber,Revision Number
rierrorstatus,RI Error Status
roleid,Role ID
roleid_entitytype,Role ID Entity Type
roleidname,Role ID Name
roleidunique,Role ID Unique
roleprivilegeid,Role Privilege ID
roleprivilegeidunique,Role Privilege ID Unique
roletemplateid,Role Template ID
roletemplateid_entitytype,Role Template ID Entity Type
rolluperrorcode,Rollup Error Code
rolluponlyfromchildgoals,Rollup Only From Child Goals
rollupqueryactualdecimalid,Rollup Query Actual Decimal ID
rollupqueryactualdecimalid_entitytype,Rollup Query Actual Decimal ID Entity Type
rollupqueryactualdecimalidname,Rollup Query Actual Decimal ID Name
rollupqueryactualintegerid,Rollup Query Actual Integer ID
rollupqueryactualintegerid_entitytype,Rollup Query Actual Integer ID Entity Type
rollupqueryactualintegeridname,Rollup Query Actual Integer ID Name
rollupqueryactualmoneyid,Rollup Query Actual Money ID
rollupqueryactualmoneyid_entitytype,Rollup Query Actual Money ID Entity Type
rollupqueryactualmoneyidname,Rollup Query Actual Money ID Name
rollupquerycustomdecimalid,Rollup Query Custom Decimal ID
rollupquerycustomdecimalid_entitytype,Rollup Query Custom Decimal ID Entity Type
rollupquerycustomdecimalidname,Rollup Query Custom Decimal ID Name
rollupquerycustomintegerid,Rollup Query Custom Integer ID
rollupquerycustomintegerid_entitytype,Rollup Query Custom Integer ID Entity Type
rollupquerycustomintegeridname,Rollup Query Custom Integer ID Name
rollupquerycustommoneyid,Rollup Query Custom Money ID
rollupquerycustommoneyid_entitytype,Rollup Query Custom Money ID Entity Type
rollupquerycustommoneyidname,Rollup Query Custom Money ID Name
rollupqueryinprogressdecimalid,Rollup Query In Progress Decimal ID
rollupqueryinprogressdecimalid_entitytype,Rollup Query In Progress Decimal ID Entity Type
rollupqueryinprogressdecimalidname,Rollup Query In Progress Decimal ID Name
rollupqueryinprogressintegerid,Rollup Query In Progress Integer ID
rollupqueryinprogressintegerid_entitytype,Rollup Query In Progress Integer ID Entity Type
rollupqueryinprogressintegeridname,Rollup Query In Progress Integer ID Name
rollupqueryinprogressmoneyid,Rollup Query In Progress Money ID
rollupqueryinprogressmoneyid_entitytype,Rollup Query In Progress Money ID Entity Type
rollupqueryinprogressmoneyidname,Rollup Query In Progress Money ID Name
rootarticleid,Root Article ID
rootarticleid_entitytype,Root Article ID Entity Type
rootarticleidname,Root Article ID Name
roundingoptionamount,Rounding Optionamount
roundingoptionamount_base,Rounding Optionamount Base
roundingoptioncode,Rounding Option Code
roundingpolicycode,Rounding Policy Code
routecase,Route Case
ruleid,Rule ID
ruleid_entitytype,Rule ID Entity Type
runas,Run As
safedescription,Safe Description
sage_countryid,Sage Country ID
sage_custclasskey,Sage Cust Class Key
sage_itemkey,Sage Item Key
salesliteratureid,Sales Literature ID
salesliteratureid_entitytype,Sales Literature ID Entity Type
salesliteratureitemid,Sales Literature Item ID
salesorderdetailid,Sales Order Detail ID
salesorderdetailid_entitytype,Sales Order Detail ID Entity Type
salesorderdetailidname,Sales Order Detail ID Name
salesorderdetailname,Sales Order Detail Name
salesorderid,Sales Order ID
salesorderid_entitytype,Sales Order ID Entity Type
salesorderidname,Sales Order ID Name
salesorderispricelocked,Sales Order Is Price Locked
salesorderstatecode,Sales Order State Code
salesrepid,Sales Rep ID
salesrepid_entitytype,Sales Rep ID Entity Type
salesrepidname,Sales Rep ID Name
salesrepidyominame,Sales Rep ID Yomi Name
salesstage,Sales Stage
salesstagecode,Sales Stage Code
SaleTypeJT,Sale Type JT
salutation,Salutation
samesite,Same Site
sampledataimportid,Sample Data Import ID
savedqueryid,Saved Query ID
savedqueryidunique,Saved Query ID Unique
scheduleddurationminutes,Scheduled Duration Minutes
scheduledend,Scheduled End
scheduledstart,Scheduled Start
scheduledstatusid,Scheduled Status ID
schedulefollowup_prospect,Schedule Follow Up Prospect
schedulefollowup_qualify,Schedule Follow Up Qualify
scheduleproposalmeeting,Schedule Proposal Meeting
schedulingengine,Scheduling Engine
schemanameprefix,Schema Name Prefix
scope,Scope
score,Score
sdkmessageid,SDK Message ID
sdkmessageid_entitytype,SDK Message ID Entity Type
selectautomatically,Select Automatically
selectedentitymetadata,Selected Entity Metadata
selectedentitytypecode,Selected Entity Type Code
selectedglobalfilterid,Selected Global Filter ID
selectedrelationshipsschema,Selected Relation Ships Schema
sender,Sender
sendermailboxid,Sender Mailbox ID
sendermailboxid_entitytype,Sender Mailbox ID Entity Type
sendermailboxidname,Sender Mailbox ID Name
sendersaccount,Senders Account
sendersaccount_entitytype,Senders Account Entity Type
sendersaccountname,Senders Account Name
sendersaccountobjecttypecode,Senders Account Object Type Code
sendersaccountyominame,Senders Account Yomi Name
sendon,Send On Date
sendthankyounote,Send Thank You Note
sentemailid,Sent Email ID
sentimentvalue,Sentiment Value
senton,Sent On Date
sequencenumber,Sequence Number
seriesid,Series ID
seriesstatus,Series Status
servestaticresourcesfromazurecdn,Serve Static Resources From Azurecdn
serviceaddress,Service Address
serviceaddress_entitytype,Service Address Entity Type
serviceaddressname,Service Address Name
servicecontractcontactid,Service Contract Contact ID
serviceid,Service ID
serviceid_entitytype,Service ID Entity Type
serviceidname,Service ID Name
servicelevel,Service Level
servicestage,Service Stage
sessiontimeoutenabled,Session Timeout Enabled
sessiontimeoutinmins,Session Timeout In Mins
sessiontimeoutreminderinmins,Session Timeout Reminder In Mins
setcategoryassociations,Set Category Associations
setproductassociations,Set Product Associations
setupuser,Setup User
severitycode,Severity Code
sharepointdeploymenttype,SharePoint Deployment Type
sharepointemailaddress,SharePoint Email Address
sharesoutstanding,Shares Outstanding
sharetopreviousowneronassign,Shareto Previous Owner On Assign
ShippingMethod,Shipping Method
shippingmethodcode,Shipping Method Code
shippingtrackingnumber,Shipping Tracking Number
shipto_addressid,Ship To Address ID
shipto_city,Ship To City
shipto_composite,Ship To Composite
shipto_contactname,Ship To Contact Name
shipto_country,Ship To Country
shipto_fax,Ship To Fax
shipto_freighttermscode,Ship To Freight Terms Code
shipto_line1,Ship To Line 1
shipto_line2,Ship To Line 2
shipto_line3,Ship To Line 3
shipto_name,Ship To Name
shipto_postalcode,Ship To Postal Code
shipto_stateorprovince,Ship To State Or Province
shipto_telephone,Ship To Telephone
showkbarticledeprecationnotification,Show KB Article Deprecation Notification
showresources,Show Resources
showweeknumber,Show Week Number
sic,SIC
signupoutlookdownloadfwlink,Signup Outlook Download Fw Link
SinkCreatedOn,Sink Created On Date
SinkDeleteTime,Sink Delete Time
SinkModifiedOn,Sink Modified On Date
siteid,Site ID
siteid_entitytype,Site ID Entity Type
siteidname,Site ID Name
sitemapxml,Site Map XML
size,Size
skills,Skills
slaid,SLA ID
slaid_entitytype,SLA ID Entity Type
slaidname,SLA ID Name
slainvokedid,SLA Invoked ID
slainvokedid_entitytype,SLA Invoked ID Entity Type
slainvokedidname,SLA Invoked ID Name
slakpiinstanceid,SLA KPI Instance ID
slaname,SLA Name
slapausestates,SLA Pause States
socialadditionalparams,Social Additional Params
socialinsightsenabled,Social Insights Enabled
socialinsightsinstance,Social Insights Instance
socialinsightstermsaccepted,Social Insights Terms Accepted
socialprofileid,Social Profile ID
socialprofileid_entitytype,Social Profile ID Entity Type
socialprofileidname,Social Profile ID Name
solutionid,Solution ID
solutionname,Solution Name
sortdate,Sort Date
sortid,Sort ID
source,Source
sourceattributename,Source Attribute Name
sourceentityname,Source Entity Name
spamcount,Spam Count
splitsize,Split Size
SplitStrategy,Split Strategy
splitviewstate,Split View State
spousesname,Spouses Name
sqlaccessgroupid,SQL Access Group ID
sqlaccessgroupname,SQL Access Group Name
sqmenabled,SQM Enabled
stageid,Stage ID
standardbias,Standard Bias
standardcost,Standard Cost
standardcost_base,Standard Cost Base
standardday,Standard Day
standarddayofweek,Standard Day Of Week
standardhour,Standard Hour
standardminute,Standard Minute
standardmonth,Standard Month
standardname,Standard Name
standardsecond,Standard Second
standardyear,Standard Year
startdate,Start Date
startedon,Started On Date
starttime,Start Time
State,State
statecode,State Code
stateorprovince,State Or Province
Status,Status
statuscode,Status Code
statusmessage,Status Message
stepid,Step ID
stepname,Step Name
stockexchange,Stock Exchange
stockvolume,Stock Volume
stockweight,Stock Weight
storagepointer,Storage Pointer
strategyid,Strategy ID
strategyid_entitytype,Strategy ID Entity Type
strengths,Strengths
stretchtargetdecimal,Stretch Target Decimal
stretchtargetinteger,Stretch Target Integer
stretchtargetmoney,Stretch Target Money
stretchtargetmoney_base,Stretch Target Money Base
stretchtargetstring,Stretch Target String
subcategory,Sub-Category
subject,Subject
subjectid,Subject ID
subjectid_entitytype,Subject ID Entity Type
subjectiddsc,Subject ID Dsc
subjectidname,Subject ID Name
submitdate,Submit Date
submitstatus,Submit Status
submitstatusdescription,Submit Status Description
submittedby,Submitted By
subprocess,Sub Process
subscriptionid,Subscription ID
subscriptionlistid,Subscription List ID
subscriptionpreferenceid,Subscription Preference ID
succeededon,Succeeded On Date
success,Success
successuri,Success URI
suffix,Suffix
suppliername,Supplier Name
supportingsolutionid,Supporting Solution ID
supportuserid,Support User ID
suppresssla,Suppress SLA
surveyanswerid,Survey Answer ID
surveyquestionid,Survey Question ID
syncbulkoperationbatchsize,Sync Bulk Operation Batch Size
syncbulkoperationmaxlimit,Sync Bulk Operation Max Limit
synccontactcompany,Sync Contact Company
syncerrorid,Sync Error ID
syncoptinselection,Sync Opt Ins Election
syncoptinselectionstatus,Sync Opt Ins Election Status
syncworkflowlogonfailure,Sync Workflow Logon Failure
systemmanaged,System Managed
systemuserbusinessunitentitymapid,System User Business Unit Entity Map ID
systemuserid,System User ID
systemusermanagermapid,System User Manager Map ID
systemuserprincipalid,System User Principal ID
systemuserprofileid,System User Profile ID
systemuserroleid,System User Role ID
tagmaxaggressivecycles,Tag Max Aggressive Cycles
tagpollingperiod,Tag Polling Period
tags,Tags
targetattributename,Target Attribute Name
targetdecimal,Target Decimal
targetentityname,Target Entity Name
targetinteger,Target Integer
targetmoney,Target Money
targetmoney_base,Target Money Base
targetstring,Target String
taskbasedflowenabled,Task Based Flow Enabled
tax,Tax
tax_base,Tax Base
teamid,Team ID
teammembershipid,Team Member Ship ID
teamprofileid,Team Profile ID
teamroleid,Team Role ID
teamsfollowed,Teams Followed
teamtemplateid,Team Template ID
teamtemplateid_entitytype,Team Template ID Entity Type
teamtype,Team Type
telephone,Telephone
telephone1,Telephone 1
telephone2,Telephone 2
telephone3,Telephone 3
templateid,Template ID
templateid_entitytype,Template ID Entity Type
templateidname,Template ID Name
territorycode,Territory Code
territoryid,Territory ID
territoryid_entitytype,Territory ID Entity Type
territoryidname,Territory ID Name
testemailconfigurationretrycount,Test Email Configuration Retry Count
testemailconfigurationscheduled,Test Email Configuration Scheduled
testmailboxaccesscompletedon,Test Mailbox Access Completed On Date
textanalyticsenabled,Text Analytics Enabled
threadid,Thread ID
threats,Threats
throttlesend,Throttle Send
tickersymbol,Ticker Symbol
ticketnumber,Ticket Number
time,Time
timeformatcode,Time Format Code
timeformatstring,Time Format String
timeline,Timeline
timeseparator,Time Separator
timespentbymeonemailandmeetings,Time Spent By Me On Email And Meetings
Timestamp,Time Stamp
timezonebias,Timezone Bias
timezonecode,Timezone Code
timezonedaylightbias,Timezone Day Light Bias
timezonedaylightday,Timezone Day Light Day
timezonedaylightdayofweek,Timezone Day Light Day Of Week
timezonedaylighthour,Timezone Day Light Hour
timezonedaylightminute,Timezone Day Light Minute
timezonedaylightmonth,Timezone Day Light Month
timezonedaylightsecond,Timezone Day Light Second
timezonedaylightyear,Timezone Day Light Year
timezonedefinitionid,Timezone Definition ID
timezonedefinitionid_entitytype,Timezone Definition ID Entity Type
timezoneruleid,Timezone Rule ID
timezoneruleversionnumber,Timezone Rule Version Number
timezonestandardbias,Timezone Standard Bias
timezonestandardday,Timezone Standard Day
timezonestandarddayofweek,Timezone Standard Day Of Week
timezonestandardhour,Timezone Standard Hour
timezonestandardminute,Timezone Standard Minute
timezonestandardmonth,Timezone Standard Month
timezonestandardsecond,Timezone Standard Second
timezonestandardyear,Timezone Standard Year
title,Title
to,To
toemail,TO Email
tokenexpiry,Token Expiry
tokenkey,Token Key
torecipients,TO Recipients
totalactualcost,Total Actual Cost
totalactualcost_base,Total Actual Cost Base
totalamount,Total Amount
totalamount_base,Total Amount Base
totalamountlessfreight,Total Amount Less Freight
totalamountlessfreight_base,Total Amount Less Freight Base
totalcampaignactivityactualcost,Total Campaign Activity Actual Cost
totalcampaignactivityactualcost_base,Total Campaign Activity Actual Cost Base
totaldiscount,Total Discount
totaldiscount_base,Total Discount Base
totaldiscountamount,Total Discount Amount
totaldiscountamount_base,Total Discount Amount Base
totallineitemamount,Total Line Item Amount
totallineitemamount_base,Total Line Item Amount Base
totallineitemdiscountamount,Total Line Item Discount Amount
totallineitemdiscountamount_base,Total Line Item Discount Amount Base
totalpages,Total Pages
totalprice,Total Price
totalprice_base,Total Price Base
totaltax,Total Tax
totaltax_base,Total Tax Base
totalterms,Total Terms
trackingprefix,Tracking Prefix
trackingtoken,Tracking Token
trackingtokenid,Tracking Token ID
trackingtokenidbase,Tracking Token ID Base
trackingtokeniddigits,Tracking Token ID Digits
transactioncurrencyid,Transaction Currency ID
transactioncurrencyid_entitytype,Transaction Currency ID Entity Type
transactioncurrencyidname,Transaction Currency ID Name
transientfailurecount,Transient Failure Count
traversedpath,Traversed Path
treeid,Tree ID
triggeroncreate,Trigger On Create
triggerondelete,Trigger Ondelete
triggeronupdateattributelist,Trigger On Update Attribute List
tsid,TS ID
type,Type
typecode,Type Code
TypeOfLocationJT,Type Of Location JT
uidata,UI Data
uilanguageid,UI Language ID
undeliverablefolder,Undeliverable Folder
uniqueclickscount,Unique Clicks Count
uniquedscid,Unique Dsc ID
uniquename,Unique Name
uniqueopenscount,Unique Opens Count
uniqueprofileid,Unique Profile ID
uniquespecifierlength,Unique Specifier Length
unresolveemailaddressifmultiplematch,Unresolve Email Address If Multiple Match
unsubscribeid,Unsubscribe ID
unsubscribescount,Unsubscribes Count
uomid,UOM ID
uomid_entitytype,UOM ID Entity Type
uomidname,UOM ID Name
uomscheduleid,UOM Schedule ID
uomscheduleid_entitytype,UOM Schedule ID Entity Type
uomscheduleidname,UOM Schedule ID Name
updatecontent,Update Content
updatestage,Update Stage
upszone,UPS Zone
uri,Uri
url,Url
US State,US State
usecrmformforappointment,Usecrm Form For Appointment
usecrmformforcontact,Usecrm Form For Contact
usecrmformforemail,Usecrm Form For Email
usecrmformfortask,Usecrm Form Fortask
usediscountaspercentage,Use Discount As Percentage
useimagestrips,Use Image Strips
useinbuiltrulefordefaultpricelistselection,Use Inbuilt Rule For Default Price Lists Election
uselegacyrendering,Use Legacy Render Ing
usepositionhierarchy,Use Position Hierarchy
useraccessauditinginterval,User Access Auditing Interval
usereadform,Use Read Form
usergroupid,User Group ID
userinterfacename,User Interface Name
userlicensetype,User License Type
username,User Name
userprofile,User Profile
userpuid,User PUID
usersessionid,User Session ID
useskypeprotocol,Use Skype Protocol
utcconversiontimezonecode,UTC Conversion Timezone Code
utcoffset,UTC Offset
v3calloutconfighash,V3 Callout Config Hash
validfromdate,Valid From Date
validtodate,Validto Date
value,Value
valuen,Value N
vendorid,Vendor ID
vendorname,Vendor Name
vendorpartnumber,Vendor Part Number
verboseloggingenabled,Verbose Logging Enabled
Version,Version
versionnumber,Version Number
viewedon,Viewed On Date
viewquery,View Query
visibility,Visibility
visitid,Visit ID
VisitorEntity,Visitor Entity
visualizationpanelayout,Visualization Pane Layout
volumediscountamount,Volume Discount Amount
volumediscountamount_base,Volume Discount Amount Base
warningtime,Warning Time
warningtimereached,Warning Time Reached
weaknesses,Weaknesses
webcontentid,Web Content ID
webresourcehash,Web Resource Hash
webresourceid,Web Resource ID
websiteurl,Website URL
WebType,Web Type
WebTypeBR,Web Type Br
webvisitsgenerated,Web Visits Generated
weekstartdaycode,Week Start Day Code
welcomepageid,Welcome Page ID
widgetproperties,Widget Properties
willcall,Will Call
windowsliveid,Windows Live ID
WinningStrategy,Winning Strategy
winpercentage,Win Percentage
workdaystarttime,Workday Start Time
workdaystoptime,Workday Stop Time
workerid,Worker ID
workerid_entitytype,Worker ID Entity Type
workeridmodifiedon,Worker ID Modified On Date
workeridname,Worker ID Name
workeridtype,Worker ID Type
workeridyominame,Worker ID Yomi Name
workflowid,Workflow ID
workflowidunique,Workflow ID Unique
workflowsuspended,Workflow Suspended
xaml,Xaml
yammeremailaddress,Yammer Email Address
yammergroupid,Yammer Group ID
yammernetworkpermalink,Yammer Network Permalink
yammeroauthaccesstokenexpired,Yammer Oauth Accesstoken Expired
yammerpostmethod,Yammer Post Method
yammerpoststate,Yammer Post State
yammerretrycount,Yammer Retry Count
yammeruserid,Yammer User ID
yearstartweekcode,Year Start Week Code
