DynamicsColumnName,CleanedColumnName
quickfindrecordlimitenabled,Quick Find Record Limit Enabled
quotecomments,Quote Comments
quotedetailid,Quote Detail ID
quotedetailid_entitytype,Quote Detail ID Entity Type
quotedetailidname,Quote Detail ID Name
quotedetailname,Quote Detail Name
quoteid,Quote ID
quoteid_entitytype,Quote ID Entity Type
quoteidname,Quote ID Name
quotenumber,Quote Number
quoteprefix,Quote Prefix
quotestatecode,Quote State Code
rank,Rank
rating,Rating
rating_count,Rating Count
rating_date,Rating Date
rating_state,Rating State
rating_sum,Rating Sum
readprivilegedepth,Read Privilege Depth
readreceiptrequested,Read Receipt Requested
readyforreview,Ready For Review
Reason,Reason
receivedon,Received On Date
receivingpostponeduntil,Receiving Postponed Until
receivingpostponeduntilforact,Receiving Postponed Until Foract
RecipientsGrid,Recipients Grid
record1id,Record 1 ID
record1id_entitytype,Record 1 ID Entity Type
record1idname,Record 1 ID Name
record1idobjecttypecode,Record 1 ID Object Type Code
record1objecttypecode,Record 1 Object Type Code
record1roleid,Record 1 Role ID
record1roleid_entitytype,Record 1 Role ID Entity Type
record1roleidname,Record 1 Role ID Name
record2id,Record 2 ID
record2id_entitytype,Record 2 ID Entity Type
record2idname,Record 2 ID Name
record2idobjecttypecode,Record 2 ID Object Type Code
record2objecttypecode,Record 2 Object Type Code
record2roleid,Record 2 Role ID
record2roleid_entitytype,Record 2 Role ID Entity Type
record2roleidname,Record 2 Role ID Name
recorddistributioncriteria,Record Distribution Criteria
recordid,Record ID
recordid_entitytype,Record ID Entity Type
recordidname,Record ID Name
recordidobjecttypecode,Record ID Object Type Code
recordidobjecttypecode2,Record ID Object Type Code 2
recordsownedbyme,Records Owned By Me
recordsownedbymybusinessunit,Records Owned By My Business Unit
recordsownedbymyteam,Records Owned By My Team
recurrencedefaultnumberofoccurrences,Recurrencedefault Number Of Occur Rences
recurrenceexpansionjobbatchinterval,Recurrence Expansion Job Batch Interval
recurrenceexpansionjobbatchsize,Recurrence Expansion Job Batch Size
recurrenceexpansionsynchcreatemax,Recurrence Expansion Synch Create Max
recurrencepatterntype,Recurrence Pattern Type
ReferencedAttribute,Referenced Attribute
ReferencedEntity,Referenced Entity
referenceinfourl,Reference Info URL
referencesitemapxml,Reference Site Map XML
referencetokens,Referencetokens
referrer,Referrer
referringhost,Referring Host
regarding,Regarding
regarding_entitytype,Regarding Entity Type
regardingidname,Regarding ID Name
regardingname,Regarding Name
regardingobjectid,Regarding Object ID
regardingobjectid_entitytype,Regarding Object ID Entity Type
regardingobjectiddsc,Regarding Object ID Dsc
regardingobjectidname,Regarding Object ID Name
regardingobjectidyominame,Regarding Object ID Yomi Name
regardingobjecttypecode,Regarding Object Type Code
regardingyominame,Regarding Yomi Name
registrations,Registrations
relatedconnectionid,Related Connection ID
relatedconnectionid_entitytype,Related Connection ID Entity Type
relatedobjectid,Related Object ID
relatedobjectid_entitytype,Related Object ID Entity Type
relatedobjectidname,Related Object ID Name
relationshipdata,Relationship Data
relationshipdisplayname,Relationship Display Name
relationshipid,Relationship ID
relationshipname,Relationship Name
remainingterms,Remaining Terms
reminderactioncardid,Reminder Action Card ID
rendererobjecttypecode,Renderer Object Type Code
rendersecureiframeforemail,Render Secureiframe For Email
replycount,Reply Count
replyto,Reply TO
reportedrevenue,Reported Revenue
reportedrevenue_base,Reported Revenue Base
reportinggroupid,Reporting Group ID
reportinggroupname,Reporting Group Name
reportingquarter,Reporting Quarter
reportingyear,Reporting Year
reportscripterrors,Report Script Errors
requestdata,Request Data
requestdeliveryby,Request Delivery By
requireapprovalforqueueemail,Require Approval For Queue Email
requireapprovalforuseremail,Require Approval For USer Email
requiredattendees,Required Attendees
requiredcount,Required Count
resolveby,Resolve By
resolvebykpiid,Resolve By KPI ID
resolvebykpiid_entitytype,Resolve By KPI ID Entity Type
resolvebykpiidname,Resolve By KPI ID Name
resolvebyslastatus,Resolve Bys Last Atus
resolvefeedback,Resolve Feedback
resolvesimilarunresolvedemailaddress,Resolve Similar Unresolved Email Address
resourcebookingexchangesyncversion,Resource Booking Exchange Sync Version
resourceid,Resource ID
resources,Resources
resourcespecid,Resource Spec ID
resourcespecid_entitytype,Resource Spec ID Entity Type
resourcespecidname,Resource Spec ID Name
responseby,Response By
responsecode,Response Code
responsiblecontactid,Responsible Contact ID
responsiblecontactid_entitytype,Responsible Contact ID Entity Type
responsiblecontactidname,Responsible Contact ID Name
responsiblecontactidyominame,Responsible Contact ID Yomi Name
restrictcasecreation,Restrict Case Creation
restrictstatusupdate,Restrict Status Update
retiredorder,Retired Order
returnedtypecode,Returned Type Code
revenue,Revenue
revenue_base,Revenue Base
review,Review
revisionnumber,Revision Number
rierrorstatus,Ri Error Status
roleid,Role ID
roleid_entitytype,Role ID Entity Type
roleidname,Role ID Name
roleidunique,Role ID Unique
roleprivilegeid,Role Privilege ID
roleprivilegeidunique,Role Privilege ID Unique
roletemplateid,Role Template ID
roletemplateid_entitytype,Role Template ID Entity Type
rolluperrorcode,Rollup Error Code
rolluponlyfromchildgoals,Rollup Only From Child Goals
rollupqueryactualdecimalid,Rollup Query Actual Decimal ID
rollupqueryactualdecimalid_entitytype,Rollup Query Actual Decimal ID Entity Type
rollupqueryactualdecimalidname,Rollup Query Actual Decimal ID Name
rollupqueryactualintegerid,Rollup Query Actual Integer ID
rollupqueryactualintegerid_entitytype,Rollup Query Actual Integer ID Entity Type
rollupqueryactualintegeridname,Rollup Query Actual Integer ID Name
rollupqueryactualmoneyid,Rollup Query Actual Money ID
rollupqueryactualmoneyid_entitytype,Rollup Query Actual Money ID Entity Type
rollupqueryactualmoneyidname,Rollup Query Actual Money ID Name
rollupquerycustomdecimalid,Rollup Query Custom Decimal ID
rollupquerycustomdecimalid_entitytype,Rollup Query Custom Decimal ID Entity Type
rollupquerycustomdecimalidname,Rollup Query Custom Decimal ID Name
rollupquerycustomintegerid,Rollup Query Custom Integer ID
rollupquerycustomintegerid_entitytype,Rollup Query Custom Integer ID Entity Type
rollupquerycustomintegeridname,Rollup Query Custom Integer ID Name
rollupquerycustommoneyid,Rollup Query Custom Money ID
rollupquerycustommoneyid_entitytype,Rollup Query Custom Money ID Entity Type
rollupquerycustommoneyidname,Rollup Query Custom Money ID Name
rollupqueryinprogressdecimalid,Rollup Query In Progress Decimal ID
rollupqueryinprogressdecimalid_entitytype,Rollup Query In Progress Decimal ID Entity Type
rollupqueryinprogressdecimalidname,Rollup Query In Progress Decimal ID Name
rollupqueryinprogressintegerid,Rollup Query In Progress Integer ID
rollupqueryinprogressintegerid_entitytype,Rollup Query In Progress Integer ID Entity Type
rollupqueryinprogressintegeridname,Rollup Query In Progress Integer ID Name
rollupqueryinprogressmoneyid,Rollup Query In Progress Money ID
rollupqueryinprogressmoneyid_entitytype,Rollup Query In Progress Money ID Entity Type
rollupqueryinprogressmoneyidname,Rollup Query In Progress Money ID Name
rootarticleid,Root Article ID
rootarticleid_entitytype,Root Article ID Entity Type
rootarticleidname,Root Article ID Name
roundingoptionamount,Rounding Optionamount
roundingoptionamount_base,Rounding Optionamount Base
roundingoptioncode,Rounding Option Code
roundingpolicycode,Rounding Policy Code
routecase,Route Case
ruleid,Rule ID
ruleid_entitytype,Rule ID Entity Type
runas,Run As
safedescription,Safe Description
sage_countryid,Sage Country ID
sage_custclasskey,Sage Cust Class Key
sage_itemkey,Sage Item Key
salesliteratureid,Sales Literature ID
salesliteratureid_entitytype,Sales Literature ID Entity Type
salesliteratureitemid,Sales Literature Item ID
salesorderdetailid,Sales Order Detail ID
salesorderdetailid_entitytype,Sales Order Detail ID Entity Type
salesorderdetailidname,Sales Order Detail ID Name
salesorderdetailname,Sales Order Detail Name
salesorderid,Sales Order ID
salesorderid_entitytype,Sales Order ID Entity Type
salesorderidname,Sales Order ID Name
salesorderispricelocked,Sales Order Is Price Locked
salesorderstatecode,Sales Order State Code
salesrepid,Sales Rep ID
salesrepid_entitytype,Sales Rep ID Entity Type
salesrepidname,Sales Rep ID Name
salesrepidyominame,Sales Rep ID Yomi Name
salesstage,Sales Stage
salesstagecode,Sales Stage Code
SaleTypeJT,Sale Type JT
salutation,Salutation
samesite,Same Site
sampledataimportid,Sample Data Import ID
savedqueryid,Saved Query ID
savedqueryidunique,Saved Query ID Unique
scheduleddurationminutes,Scheduled Duration Minutes
scheduledend,Scheduled End Date
scheduledstart,Scheduled Start Date
scheduledstatusid,Scheduled Status ID
schedulefollowup_prospect,Schedule Follow Up Prospect
schedulefollowup_qualify,Schedule Follow Up Qualify
scheduleproposalmeeting,Schedule Proposal Meeting
schedulingengine,Scheduling Engine
schemanameprefix,Schema Name Prefix
scope,Scope
score,Score
sdkmessageid,SDK Message ID
sdkmessageid_entitytype,SDK Message ID Entity Type
selectautomatically,Select Automatically
selectedentitymetadata,Selected Entity Metadata
selectedentitytypecode,Selected Entity Type Code
selectedglobalfilterid,Selected Global Filter ID
selectedrelationshipsschema,Selected Relation Ships Schema
sender,Sender
sendermailboxid,Sender Mailbox ID
sendermailboxid_entitytype,Sender Mailbox ID Entity Type
sendermailboxidname,Sender Mailbox ID Name
sendersaccount,Senders Account
sendersaccount_entitytype,Senders Account Entity Type
sendersaccountname,Senders Account Name
sendersaccountobjecttypecode,Senders Account Object Type Code
sendersaccountyominame,Sendersaccounty Omi Name
sendon,Send On Date
sendthankyounote,Send Thank You Note
sentemailid,Sent Email ID
sentimentvalue,Sentiment Value
senton,Sent On Date
sequencenumber,Sequence Number
seriesid,Series ID
seriesstatus,Series Status
servestaticresourcesfromazurecdn,Serve Static Resources From Azurecdn
serviceaddress,Service Address
serviceaddress_entitytype,Service Address Entity Type
serviceaddressname,Service Address Name
servicecontractcontactid,Service Contract Contact ID
serviceid,Service ID
serviceid_entitytype,Service ID Entity Type
serviceidname,Service ID Name
servicelevel,Service Level
servicestage,Service Stage
sessiontimeoutenabled,Session Timeout Enabled
sessiontimeoutinmins,Session Timeout In Mins
sessiontimeoutreminderinmins,Session Timeout Reminder In Mins
setcategoryassociations,Set Category Associations
setproductassociations,Set Product Associations
setupuser,Setup USer
severitycode,Severity Code
sharepointdeploymenttype,SHAREPOINT Deployment Type
sharepointemailaddress,SHAREPOINT Email Address
sharesoutstanding,Shares Outstanding
sharetopreviousowneronassign,Shareto Previous Owner On Assign
ShippingMethod,Shipping Method
shippingmethodcode,Shipping Method Code
shippingtrackingnumber,Shipping Tracking Number
shipto_addressid,Ship TO Address ID
shipto_city,Ship TO City
shipto_composite,Ship TO Composite
shipto_contactname,Ship TO Contact Name
shipto_country,Ship TO Country
shipto_fax,Ship TO Fax
shipto_freighttermscode,Ship TO Freight Terms Code
shipto_line1,Ship TO Line 1
shipto_line2,Ship TO Line 2
shipto_line3,Ship TO Line 3
shipto_name,Ship TO Name
shipto_postalcode,Ship TO Postal Code
shipto_stateorprovince,Ship TO State Or Province
shipto_telephone,Ship TO Telephone
showkbarticledeprecationnotification,Show KB Article Deprecation Notification
showresources,Show Resources
showweeknumber,Show Week Number
sic,Sic
signupoutlookdownloadfwlink,Signup Outlook Download Fw Link
SinkCreatedOn,Sink Created On Date
SinkDeleteTime,Sink Delete Time
SinkModifiedOn,Sink Modified On Date
siteid,Site ID
siteid_entitytype,Site ID Entity Type
siteidname,Site ID Name
sitemapxml,Site Map XML
size,Size
skills,Skills
slaid,SLA ID
slaid_entitytype,SLA ID Entity Type
slaidname,SLA ID Name
slainvokedid,SLA Invoked ID
slainvokedid_entitytype,SLA Invoked ID Entity Type
slainvokedidname,SLA Invoked ID Name
slakpiinstanceid,SLA KPI Instance ID
slaname,SLA Name
slapausestates,SLA Pause States
socialadditionalparams,Social Additional Params
socialinsightsenabled,Social Insights Enabled
socialinsightsinstance,Social Insights Instance
socialinsightstermsaccepted,Social Insights Terms Accepted
socialprofileid,Social Profile ID
socialprofileid_entitytype,Social Profile ID Entity Type
socialprofileidname,Social Profile ID Name
solutionid,Solution ID
solutionname,Solution Name
sortdate,Sort Date
sortid,Sort ID
source,Source
sourceattributename,Source Attribute Name
sourceentityname,Source Entity Name
spamcount,Spam Count
splitsize,Split Size
SplitStrategy,Split Strategy
splitviewstate,Split View State
spousesname,Spouses Name
sqlaccessgroupid,SQL Access Group ID
sqlaccessgroupname,SQL Access Group Name
sqmenabled,Sqm Enabled
stageid,Stage ID
standardbias,Standard Bias
standardcost,Standard Cost
standardcost_base,Standard Cost Base
standardday,Standard Day
standarddayofweek,Standard Day Of Week
standardhour,Standard Hour
standardminute,Standard Minute
standardmonth,Standard Month
standardname,Standard Name
standardsecond,Standard Second
standardyear,Standard Year
startdate,Start Date
startedon,Started On Date
starttime,Start Time
State,State
statecode,State Code
stateorprovince,State Or Province
Status,Status
statuscode,Status Code
statusmessage,Status Message
stepid,Step ID
stepname,Step Name
stockexchange,Stock Exchange
stockvolume,Stock Volume
stockweight,Stock Weight
storagepointer,Storage Point Er
strategyid,Strategy ID
strategyid_entitytype,Strategy ID Entity Type
strengths,Strengths
stretchtargetdecimal,Stretch Target Decimal
stretchtargetinteger,Stretch Target Integer
stretchtargetmoney,Stretch Target Money
stretchtargetmoney_base,Stretch Target Money Base
stretchtargetstring,Stretch Target String
subcategory,Sub Category
subject,Subject
subjectid,Subject ID
subjectid_entitytype,Subject ID Entity Type
subjectiddsc,Subject ID Dsc
subjectidname,Subject ID Name
submitdate,Submit Date
submitstatus,Submit Status
submitstatusdescription,Submit Status Description
submittedby,Submitted By
subprocess,Sub Process
subscriptionid,Subscription ID
subscriptionlistid,Subscription List ID
subscriptionpreferenceid,Subscription Preference ID
succeededon,Succeeded On Date
success,Success
successuri,Successuri
suffix,Suffix
suppliername,Supplier Name
supportingsolutionid,Supporting Solution ID
supportuserid,Support User ID
suppresssla,Suppress SLA
surveyanswerid,Survey Answer ID
surveyquestionid,Survey Question ID
syncbulkoperationbatchsize,Sync Bulk Operation Batch Size
syncbulkoperationmaxlimit,Sync Bulk Operation Max Limit
synccontactcompany,Sync Contact Company
syncerrorid,Sync Error ID
syncoptinselection,Sync Opt Ins Election
syncoptinselectionstatus,Sync Opt Ins Election Status
syncworkflowlogonfailure,Sync Workflow Logon Failure
systemmanaged,System Managed
systemuserbusinessunitentitymapid,System USer Business Unit Entity Map ID
systemuserid,System User ID
systemusermanagermapid,System USer Manager Map ID
systemuserprincipalid,System USer Principal ID
systemuserprofileid,System USer Profile ID
systemuserroleid,System USer Role ID
tagmaxaggressivecycles,Tag Max Aggressive Cycles
tagpollingperiod,Tag Polling Period
tags,Tags
targetattributename,Target Attribute Name
targetdecimal,Target Decimal
targetentityname,Target Entity Name
targetinteger,Target Integer
targetmoney,Target Money
targetmoney_base,Target Money Base
targetstring,Target String
taskbasedflowenabled,Task Based Flow Enabled
tax,Tax
tax_base,Tax Base
teamid,Team ID
teammembershipid,Team Member Ship ID
teamprofileid,Team Profile ID
teamroleid,Team Role ID
teamsfollowed,Teams Followed
teamtemplateid,Team Template ID
teamtemplateid_entitytype,Team Template ID Entity Type
teamtype,Team Type
telephone,Telephone
telephone1,Telephone 1
telephone2,Telephone 2
telephone3,Telephone 3
templateid,Template ID
templateid_entitytype,Template ID Entity Type
templateidname,Template ID Name
territorycode,Territory Code
territoryid,Territory ID
territoryid_entitytype,Territory ID Entity Type
territoryidname,Territory ID Name
testemailconfigurationretrycount,Test Email Configuration Retry Count
testemailconfigurationscheduled,Test Email Configuration Scheduled
testmailboxaccesscompletedon,Test Mailbox Access Completed On Date
textanalyticsenabled,Text Analytics Enabled
threadid,Thread ID
threats,Threats
throttlesend,Throttle Send
tickersymbol,Ticker Symbol
ticketnumber,Ticket Number
time,Time
timeformatcode,Time Format Code
timeformatstring,Time Format String
timeline,Timeline
timeseparator,Time Separator
timespentbymeonemailandmeetings,Time Spent By Me On Email And Meetings
Timestamp,Time Stamp
timezonebias,Time Zone Bias
timezonecode,Time Zone Code
timezonedaylightbias,Time Zone Day Light Bias
timezonedaylightday,Time Zone Day Light Day
timezonedaylightdayofweek,Time Zone Day Light Day Of Week
timezonedaylighthour,Time Zone Day Light Hour
timezonedaylightminute,Time Zone Day Light Minute
timezonedaylightmonth,Time Zone Day Light Month
timezonedaylightsecond,Time Zone Day Light Second
timezonedaylightyear,Time Zone Day Light Year
timezonedefinitionid,Time Zone Definition ID
timezonedefinitionid_entitytype,Time Zone Definition ID Entity Type
timezoneruleid,Time Zone Rule ID
timezoneruleversionnumber,Time Zone Rule Version Number
timezonestandardbias,Time Zone Standard Bias
timezonestandardday,Time Zone Standard Day
timezonestandarddayofweek,Time Zone Standard Day Of Week
timezonestandardhour,Time Zone Standard Hour
timezonestandardminute,Time Zone Standard Minute
timezonestandardmonth,Time Zone Standard Month
timezonestandardsecond,Time Zone Standard Second
timezonestandardyear,Time Zone Standard Year
title,Title
to,To
toemail,TO Email
tokenexpiry,Token Expiry
tokenkey,Token Key
torecipients,TO Recipients
totalactualcost,Total Actual Cost
totalactualcost_base,Total Actual Cost Base
totalamount,Totalamount
totalamount_base,Totalamount Base
totalamountlessfreight,Totalamount Less Freight
totalamountlessfreight_base,Totalamount Less Freight Base
totalcampaignactivityactualcost,Total Campaign Activity Actual Cost
totalcampaignactivityactualcost_base,Total Campaign Activity Actual Cost Base
totaldiscount,Total Discount
totaldiscount_base,Total Discount Base
totaldiscountamount,Total Discountamount
totaldiscountamount_base,Total Discountamount Base
totallineitemamount,Total Line Itemamount
totallineitemamount_base,Total Line Itemamount Base
totallineitemdiscountamount,Total Line Item Discountamount
totallineitemdiscountamount_base,Total Line Item Discountamount Base
totalpages,Total Pages
totalprice,Total Price
totalprice_base,Total Price Base
totaltax,Total Tax
totaltax_base,Total Tax Base
totalterms,Total Terms
trackingprefix,Tracking Prefix
trackingtoken,Trackingtoken
trackingtokenid,Trackingtoken ID
trackingtokenidbase,Trackingtoken ID Base
trackingtokeniddigits,Trackingtoken ID Digits
transactioncurrencyid,Transaction Currency ID
transactioncurrencyid_entitytype,Transaction Currency ID Entity Type
transactioncurrencyidname,Transaction Currency ID Name
transientfailurecount,Transient Failure Count
traversedpath,Traversed Path
treeid,Tree ID
triggeroncreate,Trigger On Create
triggerondelete,Trigger Ondelete
triggeronupdateattributelist,Trigger On Update Attribute List
tsid,TS ID
type,Type
typecode,Type Code
TypeOfLocationJT,Type Of Location JT
uidata,Ui Data
uilanguageid,Ui Language ID
undeliverablefolder,Undeliverable Folder
uniqueclickscount,Unique Clicks Count
uniquedscid,Unique Dsc ID
uniquename,Unique Name
uniqueopenscount,Unique Opens Count
uniqueprofileid,Unique Profile ID
uniquespecifierlength,Unique Specifier Length
unresolveemailaddressifmultiplematch,Unresolve Email Address If Multiple Match
unsubscribeid,Unsubscribe ID
unsubscribescount,Unsubscribes Count
uomid,UOM ID
uomid_entitytype,UOM ID Entity Type
uomidname,UOM ID Name
uomscheduleid,UOM Schedule ID
uomscheduleid_entitytype,UOM Schedule ID Entity Type
uomscheduleidname,UOM Schedule ID Name
updatecontent,Update Content
updatestage,Update Stage
upszone,UPS Zone
uri,Uri
url,Url
US State,US State
usecrmformforappointment,Usecrm Form For Appointment
usecrmformforcontact,Usecrm Form For Contact
usecrmformforemail,Usecrm Form For Email
usecrmformfortask,Usecrm Form Fortask
usediscountaspercentage,Use Discount As Percentage
useimagestrips,Use Image Strips
useinbuiltrulefordefaultpricelistselection,Use Inbuilt Rule For Default Price Lists Election
uselegacyrendering,Use Legacy Render Ing
usepositionhierarchy,Use Position Hierarchy
useraccessauditinginterval,User Access Auditing Interval
usereadform,Use Read Form
usergroupid,User Group ID
userinterfacename,User Interface Name
userlicensetype,User License Type
username,User Name
userprofile,User Profile
userpuid,User PUID
usersessionid,User Session ID
useskypeprotocol,Use Skype Protocol
utcconversiontimezonecode,UTC Conversion Time Zone Code
utcoffset,UTC Offset
v3calloutconfighash,V3 Callout Config Hash
validfromdate,Valid From Date
validtodate,Validto Date
value,Value
valuen,Value N
vendorid,Vendor ID
vendorname,Vendor Name
vendorpartnumber,Vendor Part Number
verboseloggingenabled,Verbose Logging Enabled
Version,Version
versionnumber,Version Number
viewedon,Viewed On Date
viewquery,View Query
visibility,Visibility
visitid,Visit ID
VisitorEntity,Visitor Entity
visualizationpanelayout,Visualization Pane Layout
volumediscountamount,Volume Discountamount
volumediscountamount_base,Volume Discountamount Base
warningtime,Warning Time
warningtimereached,Warning Time Reached
weaknesses,Weaknesses
webcontentid,Web Content ID
webresourcehash,Web Resource Hash
webresourceid,Web Resource ID
websiteurl,Website URL
WebType,Web Type
WebTypeBR,Web Type Br
webvisitsgenerated,Web Visits Generated
weekstartdaycode,Week Start Day Code
welcomepageid,Welcome Page ID
widgetproperties,Widget Properties
willcall,Will Call
windowsliveid,Windows Live ID
WinningStrategy,Winning Strategy
winpercentage,Win Percentage
workdaystarttime,Workday Start Time
workdaystoptime,Workday Stop Time
workerid,Worker ID
workerid_entitytype,Worker ID Entity Type
workeridmodifiedon,Worker ID Modified On Date
workeridname,Worker ID Name
workeridtype,Worker ID Type
workeridyominame,Worker ID Yomi Name
workflowid,Workflow ID
workflowidunique,Workflow ID Unique
workflowsuspended,Workflow Suspended
xaml,Xaml
yammeremailaddress,Yammer Email Address
yammergroupid,Yammer Group ID
yammernetworkpermalink,Yammer Network Permalink
yammeroauthaccesstokenexpired,Yammer Oauth Accesstoken Expired
yammerpostmethod,Yammer Post Method
yammerpoststate,Yammer Post State
yammerretrycount,Yammer Retry Count
yammeruserid,Yammer User ID
yearstartweekcode,Year Start Week Code
yomicompanyname,Yomi Company Name
yomifirstname,Yomi First Name
yomifullname,Yomi Full Name
yomilastname,Yomi Last Name
yomimiddlename,Yomi Middle Name
yominame,Yomi Name
msdyn_plannedsales_base,Planned Sales Base
msdyn_costatcompleteestimate,Cost At Complete Estimate
msdyn_effort,Effort
msdyn_resourceutilization,Resource Utilization
msdyn_remaininghours,Remaining Hours
msdyn_remainingcost_base,Remaining Cost Base
_ownerid_value,Owner ID
msdyn_varianceofcost_base,Variance Of Cost Base
msdyn_salesvariance_base,Sales Variance Base
_msdyn_parenttask_value,Parent Task ID
msdyn_wbsid,WBS ID
_msdyn_resourceorganizationalunitid_value,Resource Organizational Unit ID
msdyn_scheduledend,Scheduled End Date
msdyn_salesestimateatcomplete,Sales Estimate At Complete
_msdyn_resourcecategory_value,Resource Category ID
msdyn_remainingsales,Remaining Sales
msdyn_costatcompleteestimate_base,Cost At Complete Estimate Base
msdyn_effortestimateatcomplete,Effort Estimate At Complete
msdyn_plannedsales,Planned Sales
msdyn_plannedcost,Planned Cost
msdyn_subject,Subject
msdyn_salesvariance,Sales Variance
msdyn_scheduledhours,Scheduled Hours
msdyn_remainingsales_base,Remaining Sales Base
msdyn_scheduledstart,Scheduled Start Date
msdyn_autoscheduling,Auto Scheduling
msdyn_salesestimateatcomplete_base,Sales Estimate At Complete Base
_msdyn_project_value,Project ID
msdyn_remainingcost,Remaining Cost
msdyn_varianceofcost,Variance of Cost
msdyn_islinetask,Is Line Task Flag
msdyn_scheduleddurationminutes,Scheduled Duration Minutes
msdyn_plannedcost_base,Planned Cost Base
msdyn_projecttaskid,Project Task ID
_lvt_contactid_value,Contact ID LVT
_queueid_value,Queue ID
entityimage,Entity Image
_positionid_value,Position ID
_calendarid_value,Calendar ID
lvt_assignedto,Assigned To LVT
_defaultmailbox_value,Default Mailbox ID
RetrieveAllChildUsersSystemUser,Retrieve All Child Users System User
RetrievePrincipalAccess,Retrieve Principal Access
RetrievePrincipalAttributePrivileges,Retrieve Principal Attribute Privileges
RetrievePrincipalSyncAttributeMappings,Retrieve Principal Sync Attribute Mappings
RetrieveUserLicenseInfo,Retrieve User License Info
RetrieveUserPrivileges,Retrieve User Privileges
RetrieveUserQueues,Retrieve User Queues
msdyn_teamsize,Team Size
msdyn_projectid,Project ID
_msdyn_contractorganizationalunitid_value,Contract Organizational Unit ID
msdyn_plannedlaborcost,Planned Labor Cost
msdyn_wbsduration,WBS Duration
msdyn_totalplannedcost,Total Planned Cost
msdyn_costestimateatcomplete,Cost Estimate At Complete
msdyn_plannedhours,Planned Hours
_msdyn_projectmanager_value,Project Manager ID
msdyn_salesestimateatcompleteeac_base,Sales Estimate At Complete EAC Base
msdyn_totalplannedcost_base,Total Planned Cost Base
msdyn_salesestimateatcompleteeac,Sales Estimate At Complete EAC
msdyn_effortestimateatcompleteeac,Effort Estimate At Complete EAC
msdyn_costestimateatcomplete_base,Cost Estimate At Complete Base
msdyn_plannedlaborcost_base,Planned Labor Cost Base
msdyn_calendarid,Calendar ID
_msdyn_customer_value,Customer ID
msdyn_stagename,Stage Name
_owninguser_value,Owning User ID
msdyn_entrystatus,Entry Status
msdyn_duration,Duration
msdyn_type,Type
_createdby_value,Created By ID
msdyn_relateditemid,Related Item ID
_msdyn_bookableresource_value,Bookable Resource ID
_msdyn_projecttask_value,Project Task ID
_modifiedonbehalfby_value,Modified On Behalf By ID
_createdonbehalfby_value,Created On Behalf By ID
msdyn_date,Date
msdyn_targetentrystatus,Target Entry Status
msdyn_relateditemtype,Related Item Type
_owningbusinessunit_value,Owning Business Unit ID
_owningteam_value,Owning Team ID
_modifiedby_value,Modified By ID
msdyn_timeentryid,Time Entry ID
_msdyn_manager_value,Manager ID
msdyn_timeentry_SyncErrors,Time Entry Sync Errors
msdyn_timeentry_AsyncOperations,Time Entry Async Operations
msdyn_timeentry_MailboxTrackingFolders,Time Entry Mailbox Tracking Folders
msdyn_timeentry_ProcessSession,Time Entry Process Session
msdyn_timeentry_BulkDeleteFailures,Time Entry Bulk Delete Failures
msdyn_timeentry_PrincipalObjectAttributeAccesses,Time Entry Principal Object Attribute Accesses
msdyn_timeentry_Annotations,Time Entry Annotations
msdyn_resourceCategory,Resource Category
msdyn_project,Project
msdyn_projectTask,Project Task
msdyn_msdyn_timeentry_msdyn_projectapproval_TimeEntry,Time Entry Project Approval Time Entry
msdyn_msdyn_timeentry_msdyn_timeoffcalendar_timeEntry,Time Entry Time Off Calendar Time Entry
msdyn_manager,Manager
jma_submittedon,Submitted On JT
jt_durationhours,Duration Hours JT
jt_sow,SOW JT
jt_taskscomplete,Tasks Complete JT
msdyn_progress,Progress
msdyn_actualsales,Actual Sales
jt_contractedhours,Contracted Hours JT
msdyn_istemplate,Is Template
msdyn_projectresourcerequirementsvisibletore,Project Resource Requirements Visible To RE
_jt_projectlead_value,Project Lead ID JT
msdyn_actualstart,Actual Start Date
msdyn_costperformence,Cost Performence
msdyn_actuallaborcost_base,Actual Labor Cost Base
msdyn_comments,Comments
jt_erpteam,ERP Team JT
jt_projecttier,Project Tier JT
msdyn_costconsumption,Cost Consumption
msdyn_salesconsumption,Sales Consumption
_stageid_value,Stage ID
jt_cycleplanning,Cycle Planning JT
_msdyn_salesorderid_value,Sales Order ID
jt_cldteam,Cloud Team JT
jt_totaltimeentriesminutes,Total Time Entries Minutes JT
jt_numberofissues,Number Of Issues JT
msdyn_totalactualcost_base,Total Actual Cost Base
jt_internalproject,Internal Project JT
msdyn_scheduleperformance,Schedule Performance
jt_clientsatisfaction,Client Satisfaction JT
msdyn_actuallaborcost,Actual Labor Cost
jt_totaltimeentries,Total Time Entries JT
jt_psrsummary,Project Status Report Summary JT
jt_newtasktype,New Task Type JT
msdyn_schedulevariance,Schedule Variance
jt_tasksoutstanding,Tasks Outstanding JT
jt_targetgolive,Target Go Live JT
jt_numberofrisks,Number Of Risks JT
msdyn_statusupdatedon,Status Updated On Date
jt_ismodule,Is Module JT
jt_hoursspent,Hours Spent JT
jt_newrequirementtype,New Requirement Type JT
jt_sptteam,SharePoint Team JT
jt_budgetspent,Budget Spent JT
_msdyn_projecttemplate_value,Project Template ID
jt_actualhours,Actual Hours JT
jt_generalservices,General Services JT
msdyn_costvariance_base,Cost Variance Base
msdyn_actualhours,Actual Hours
